EventID,snapshot_id,description,permanent_or_temporary,ended_or_ongoing,end_date,date_confidence,significance,valence,life_event_type,work_perf_impact,DupeStatus,ExcludeCode,UpdatedBeginDate,UpdatedBeginDateCode,UpdatedEndDate,UpdatedEndDateCode,alias,cohort,sentiment
1441,12671267457620732731,Returned to work after a long time,Unsure,,,Highest condidence,Highest significance,Extremely Positive,work,Medium positive effect,0.0,0,2018-10-15,0,,0,ad94729bd3b7ff50d165495892cc70aa,U,1
1442,10378176119532491055,New High Profile Project,Unsure,,,Highest condidence,Highest significance,Very Positive,work,Medium positive effect,0.0,0,2019-02-13,0,,0,40870ddefc8fd6f51bbbbf594e72770d,NDL2,1
1443,9779183629421614410,,Temporary,Ended,09/10/2019,Moderately high confidence,Moderately high significance,Very Negative,work,Medium negative effect,0.0,0,2019-04-03,0,2019-04-10,4,eb11e2c2263ea748e49f84be6cecb663,U,-1
1444,12971652107468080963,work evaluation/performance review,Permanent,,,Highest condidence,High significance,Very Positive,work,Large positive effect,0.0,0,2018-02-21,0,,0,76c150c5456b5c5374ba0937b601211a,U,1
1446,11618097779974573534,Reorganization,Permanent,,,High confidence,Moderately high significance,Somewhat Negative,work,Medium negative effect,0.0,0,2018-08-01,0,,0,0c3f1ec6849baa338ec42580c0526980,U,-1
1447,13356023362259446754,Changed jobs,Permanent,,,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2019-02-26,0,,0,9fed5acb64ae124e9ff9bb95d65a7d52,U,1
1448,11809596323840985209,Performance review,Temporary,Ended,03/01/2019,Moderately low confidence,Moderate significance,Somewhat Positive,work,Small positive effect,0.0,0,2019-03-01,0,2019-03-01,0,70a8d8452a4fc58cf706663328d54f30,U,1
1449,13002522877007316041,Changed job location (same occupation),Temporary,Ended,09/02/2018,Moderately high confidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2018-05-10,0,2018-09-02,0,50f17519a26f697c9fd9d39d9c7c52a5,U,-1
1450,9547248024793501451,Reorganization,Unsure,,,Moderately low confidence,Moderate significance,Very Negative,work,Medium negative effect,0.0,0,2019-02-20,0,,0,af0c5d1109a7583349bb8f227dca822c,U,-1
1451,13584171775384521984,Promotion,Permanent,,,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-02-27,0,,0,dda7ee819c1eb3ac300c92ec413e6229,U,1
1452,10658758456456794258,,Temporary,Ended,,High confidence,High significance,Extremely Positive,work,Medium positive effect,0.0,0,2019-04-01,0,2019-04-01,1,b1818a7cdd74b4120e309dfdddbe9a0a,U,1
1453,13346780717560972831,promotion,Permanent,,,Highest condidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-07-01,0,,0,f1491cc7646ff11956bdcf5f54ab41bb,U,1
1454,11398131216533925331,Took on a lot more work,Temporary,Ended,07/31/2018,High confidence,Moderately high significance,Somewhat Positive,work,Large positive effect,0.0,0,2018-04-15,0,2018-07-31,0,868c155c62f6dec4206612e516facaf9,U,1
1455,10735253117254886773,review,Temporary,Ended,02/25/2019,Highest condidence,Moderate significance,Very Positive,work,Medium positive effect,0.0,0,2019-02-25,0,2019-02-25,0,ce71283568053038fe2621af6da466a5,U,1
1456,9700311708285105703,Yearly Performance Evaluation,Temporary,Ended,04/09/2019,High confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2019-04-09,0,2019-04-09,0,c9380ae7e1528e7fd2c73bd562bdeba1,U,1
1457,10420261905858753104,Raise,Permanent,,,Moderately low confidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-11-06,0,,0,e28f0056009d233c69f9c2615cd0cde6,U,1
1458,10361127686862489313,Changed jobs,Permanent,,,Highest condidence,High significance,Very Positive,work,Large positive effect,0.0,0,2018-10-01,0,,0,c2f242c5f6cb4528c18dcb700f35e497,U,1
1459,9251084965720942673,prepare for bosse's retirement,Permanent,,,High confidence,Highest significance,Very Negative,work,Medium negative effect,0.0,0,2019-02-01,0,,0,e151192f8868c462eac7f7d0d6e8bdf7,U,-1
1460,11507962536600314722,Increased Work Load,Temporary,Ended,09/23/2018,Highest condidence,Moderately high significance,Neither Positive or Negative,work,No effect,0.0,0,2018-09-16,0,2018-09-23,0,3ebaa6541f8ec39784b694759cb5b90e,U,0
1461,10896617031346254948,Had to fire somebody,Permanent,,,Lowest confidence,Moderate significance,Very Negative,work,No effect,0.0,0,2018-02-24,0,,0,bd97392fdc3488e50179b97dc9352eec,U,-1
1462,12353380659567395453,Started a business,Permanent,,,High confidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-03-01,0,,0,97f4dbf288447b1dcbcf681691fa552f,U,1
1463,9999675168960522942,Promotion,Permanent,,,Highest condidence,Moderately high significance,Very Positive,work,Small positive effect,0.0,0,2018-05-16,0,,0,5ec3362cea45d0b5be000761dfa85d96,U,1
1464,13142252732601962094,New job - freelance,Temporary,Ended,07/26/2019,High confidence,Moderately high significance,Somewhat Positive,work,Small positive effect,0.0,0,2019-02-19,0,2019-04-10,4,e507c522d5365117fe0473b63ff6cc1c,U,1
1465,13584461153344596757,Started planning to work remotely,Temporary,Ended,03/16/2019,Moderately high confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-09-15,0,2019-03-16,0,f78d22fc115c8c293a9ce1c478701542,G,1
1467,9639828297748315944,Promotion to team lead,Permanent,,,Highest condidence,Highest significance,Somewhat Positive,work,Small negative effect,0.0,0,2018-12-21,0,,0,2304505f5ae398147b4af57dafb42e6d,G,1
1468,13237712673831260487,Bonus,Temporary,Ended,12/01/2018,Moderate confidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-12-01,0,2018-12-01,0,a5e5c0d045e77c529736d2f681bf4097,G,1
1469,12451673362964079094,Performance review,Temporary,Ended,12/15/2018,Moderate confidence,Moderate significance,Very Positive,work,Small positive effect,1.0,0,2018-12-15,0,2018-12-15,0,1bda0a378f6bbe9bdf2ca3b6fbb84fdc,G,1
1470,10083189897538910676,Promotion,Permanent,,,Moderately low confidence,Moderately high significance,Extremely Positive,work,Medium positive effect,0.0,0,2018-07-06,0,,0,304c7598a77a336b760fce8f20a80d6b,G,1
1471,11573572853441409020,Travel to Italy again for 2 weeks for training,Temporary,Ended,03/16/2019,Highest condidence,Moderately high significance,Somewhat Negative,work,Small negative effect,0.0,0,2019-03-01,0,2019-03-16,0,2e32288a4fd0a4151648167503fc2ccc,G,-1
1472,11361053415514373258,Took on a greatly increased work load,Temporary,Ended,11/01/2018,High confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-07-03,0,2018-11-01,0,8dfc7d302c8194da317ad7120ef6d46b,G,1
1473,11192138298778119922,Reorganization,Permanent,,,Moderately high confidence,Moderately high significance,Very Positive,work,Small positive effect,0.0,0,2019-01-01,0,,0,2d4c20f661a1fcf2dba92d0630a1f5e3,G,1
1474,11599053413951536191,Disagreement on feature release,Temporary,Ended,06/15/2019,Moderate confidence,Moderately high significance,Very Negative,work,Small negative effect,0.0,0,2019-02-13,0,2019-04-10,4,a773ccd778bddbed5b8ff149c2b1e956,G,-1
1475,9845926295715386012,Failed testing and significantly dropped behind in schedule.,Temporary,Ended,01/11/2019,Moderate confidence,High significance,Very Negative,work,Small positive effect,0.0,0,2018-12-11,5,2019-01-11,0,77e4b3829b5f3b60922790ba1a4ab141,G,-1
1476,10480108697108326129,New manager,Temporary,Ongoing,,High confidence,High significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-03-04,0,,0,162947e4f422cac81658ea5eca5e7d28,G,-1
1477,12978620280214771194,increased workload,Permanent,,,High confidence,High significance,Very Positive,work,Large positive effect,0.0,0,2018-02-01,0,,0,f9969014076897cd187f5fa52287c0aa,G,1
1478,10677173615292582436,,Permanent,,,Moderately high confidence,Low significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-05-30,0,,0,3d8ecf6947ec9f06bdab913bfa4f9660,G,-1
1479,12051548232024059198,Performance Review/Bonus,Temporary,Ended,12/17/2018,Moderately high confidence,Moderate significance,Extremely Positive,work,Medium positive effect,0.0,0,2018-12-17,0,2018-12-17,0,e50fee4ceb97f0713eedd5f4c8a187b6,G,1
1480,11856186090183174550,given a raise  for my performance,Permanent,,,High confidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-12-20,0,,0,1b0e0590af8db4a1a95fc09f785459e7,G,1
1481,13323061621464472048,crisis,Temporary,Ended,04/15/2019,Moderate confidence,High significance,Somewhat Negative,work,Small negative effect,0.0,0,2019-02-15,0,2019-04-10,4,c8f39db33408c83de9d8affd9004e533,G,-1
1482,9305642065631027990,Review & Raise,Permanent,,,Moderately high confidence,High significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-12-21,0,,0,711c78804940188ef4c03ed00e8467dc,G,1
1485,11245656127452788300,Written up for major project,Temporary,Ended,02/28/2019,Highest condidence,Highest significance,Extremely Negative,work,Large negative effect,0.0,0,2018-08-31,0,2019-02-28,0,db0af3808a03025b9153546e2ca08a6b,G,-1
1486,12957024092216715934,Started mentoring the intern,Temporary,Ended,08/01/2018,Moderate confidence,Moderately high significance,Very Positive,work,Medium negative effect,0.0,0,2018-05-18,0,2018-08-01,0,e52e55a5dc668b540ae72a6e3b51012a,G,1
1487,13827658413594310863,Performance Review,Temporary,Ended,12/18/2018,High confidence,High significance,Very Positive,work,Large positive effect,0.0,0,2018-12-18,0,2018-12-18,0,eef37a87856d50015d671fa07d03a032,G,1
1488,10752970040580693324,Bonus,Temporary,Ended,12/20/2018,Moderately high confidence,Moderately low significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-12-20,0,2018-12-20,0,18a1d6eed1cb95147420ccf310df74bf,G,1
1490,13158206763152378569,Promotion,Permanent,,,Moderate confidence,High significance,Extremely Positive,work,Large positive effect,0.0,0,2019-01-12,0,,0,b5e209dcf931eb09f4d378743dd5b263,G,1
1491,10633860493387800206,random promotion,Permanent,,,Moderately high confidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-12-17,0,,0,3716e530714275d78795b0325baf7962,G,1
1494,12756069062936818906,Year End Appraisal,Permanent,,,Moderate confidence,High significance,Somewhat Positive,work,Medium positive effect,0.0,0,2019-01-08,0,,0,52d19e8143f2f3872627a20c139fcb65,U,1
1495,10799191935383703353,,Temporary,Ended,01/04/2019,Moderate confidence,Low significance,Neither Positive or Negative,work,Medium positive effect,0.0,0,2019-01-02,0,2019-01-04,0,9150b2e1135d16cb41972a63f2106f6d,U,0
1496,12762186933501161172,Bonus,Permanent,,,High confidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2018-12-15,0,,0,ab9ca720b9a57b1f009af422dacabca9,U,1
1497,10890761958120556185,Changed Teams,Permanent,,,High confidence,High significance,Somewhat Positive,work,Medium positive effect,0.0,0,2019-04-01,0,,0,e879906bcdcc66ae8ed18d172a00eeea,U,1
1498,9256047645235533760,Govt shutdown,Temporary,Ended,01/25/2019,Highest condidence,Highest significance,Extremely Negative,work,Large negative effect,0.0,0,2018-12-22,0,2019-01-25,0,2d45ef2319191ca3c8b2e4437c027fda,U,-1
1499,13145333240889291264,Work trip,Temporary,Ended,09/14/2018,Highest condidence,Moderately low significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-09-10,0,2018-09-14,0,a5b65fee04d0764b4fb2e90515db66d3,G,1
1500,13161993634297197029,Performance Review,Permanent,,,High confidence,High significance,Extremely Positive,work,Large positive effect,0.0,0,2019-04-10,0,,0,6b6e19d45e338dbd789fb4f8af97d4d1,U,1
1502,11463877981887362471,did not receive expected raise,Permanent,,,Moderate confidence,Moderately high significance,Very Negative,work,Medium negative effect,0.0,0,2018-10-10,0,,0,f5fe3aa4a8e2a57cd2d94f0a2ce5af3a,U,-1
1505,9298245001503765339,Performance Review,Temporary,Ended,12/18/2018,Lowest confidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2018-12-18,5,2018-12-18,0,641ea7a1fe78dfa961e862b4c030c060,G,-1
1506,10533678634222812308,New engineering leader started,Permanent,,,Moderately high confidence,High significance,Somewhat Negative,work,Medium positive effect,0.0,0,2018-02-05,0,,0,27e76a2ebbd77b91c42f2f7f81ec9473,G,-1
1507,11341954944451860938,Annual Performance Review,Permanent,,,Moderate confidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2018-12-12,0,,0,9d245e98a4f591077a75f66de9e3ee3b,G,1
1508,11138690135815004830,Reorganization work teams,Permanent,,,Moderately high confidence,Highest significance,Very Positive,work,Large positive effect,0.0,0,2019-04-01,0,,0,aab6e258d3ff8fc4d39c80e1a0be3b15,G,1
1509,13227938653430356229,Significant program approval,Permanent,,,Moderate confidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-11-13,0,,0,09303f2fb11830a7d879c93c7bc0906e,G,1
1510,11389195168866818649,new boss,Permanent,,,Moderately low confidence,Moderate significance,Somewhat Negative,work,No effect,0.0,0,2018-02-04,0,,0,59f13e66c73a52fba21e6fb61f2cdfdb,U,-1
1512,11351822593330214882,did not get a promotion,Permanent,,,Highest condidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2018-09-13,0,,0,19aef41367514c856a517f0dc0a79d09,NDL1,-1
1513,9618772807146534288,Bonus,Unsure,,,Moderate confidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-07-10,0,,0,4909fb02fb781900dc3becff56a49c1d,NDL2,1
1516,12004851150064816506,Coworker fired,Permanent,,,Moderate confidence,Moderate significance,Very Negative,work,Medium negative effect,0.0,0,2018-08-20,0,,0,aa566f1dbe8138adef62bb9dc8494ddd,U,-1
1517,9930530513995404338,bonuses,Permanent,,,Moderate confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-02-27,0,,0,d8a9f47fd1c7f509341532200aa2bff7,U,1
1518,11494838423297868366,Significant Success,Temporary,Ended,12/31/2018,Moderate confidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-06-15,0,2018-12-31,0,9e5de52f100fb9d46bb849481b49eab4,U,1
1519,10444991998136247269,Searching for replacement (interviews),Temporary,Ended,01/01/2019,High confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-07-05,0,2019-01-01,0,4ff7320d7aabc1e5841677a927b2f2d9,U,1
1522,10522447337976294976,,Temporary,Ended,09/18/2018,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-09-18,1,2018-09-18,0,0859b6223a585bceb6cd907a570a33d7,U,1
1523,12178574152370489437,Got stuck on an elevator at work,Temporary,Ended,08/10/2018,Highest condidence,Moderately low significance,Extremely Negative,work,Large negative effect,0.0,0,2018-08-10,0,2018-08-10,0,14bf0578c8bced86a97dc608e036e35e,U,-1
1525,12103546711473532685,Promotion,Permanent,,,Moderate confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-09-01,0,,0,a89eed5bdfe75f1d00322ae87c40ccda,U,1
1526,13637401405284044305,Bonuses,Temporary,Ended,08/25/2018,High confidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2018-08-25,0,2018-08-25,0,eb6eaf88d99b8769c34df37d6a627002,U,1
1527,13538724873795897684,Job change,Permanent,,,High confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2019-01-28,0,,0,49b144daf29229beafb633acc0f6da01,U,1
1528,9351848926066366658,reorganization,Unsure,,,High confidence,Highest significance,Extremely Negative,work,No effect,0.0,0,2019-01-20,0,,0,f61ae169e71adfe056fea7ccff10bb4c,U,-1
1530,11721312032604800980,received two job offers in one day,Temporary,Ended,01/10/2019,High confidence,High significance,Extremely Positive,work,Large positive effect,0.0,0,2019-01-09,0,2019-01-10,0,158d2b3ca74efa1636ce0539d74ed86c,U,1
1531,11507681597293278183,new job included management; i had no prior experience with direct reports,Unsure,,,Highest condidence,High significance,Somewhat Positive,work,Small negative effect,0.0,0,2018-08-28,0,,0,0d1a903bd741e2747e416086cf2c4f48,U,1
1533,12776201290225305117,training,Temporary,Ended,12/07/2019,Highest condidence,Moderately high significance,Neither Positive or Negative,work,Small positive effect,0.0,0,2018-12-05,0,2018-12-07,5,c7a25e0a6c8bb22522b89850c978b33c,NDL2,0
1534,9897582009808093798,Given first major project,Temporary,Ended,09/12/2019,Highest condidence,Highest significance,Very Positive,work,Large positive effect,0.0,0,2018-07-12,0,2019-04-10,4,6325fb337ae8dbf291e6e08c644ac8e5,NDL2,1
1536,9874253110996873329,Got a new boss,Permanent,,,Highest condidence,Highest significance,Somewhat Negative,work,No effect,0.0,0,2018-07-01,0,,0,66d6d65d0cd392ecb90a0fd5134ff382,NDL2,-1
1537,9319173084258555363,bonus,Temporary,Ended,07/10/2018,Highest condidence,Moderate significance,Very Positive,work,Medium positive effect,2.0,0,2018-07-10,0,2018-07-10,0,7340b0eae6fffe8c79ca0cf9b840c184,NDL2,1
1538,9804168679388313685,greatly increased work load,Permanent,,,Moderately high confidence,High significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-05-20,0,,0,f1c34cd6067097890a6d3d2b202cd7ae,NDL2,-1
1539,13627757931948708919,UEE Reorg,Permanent,,,Moderately high confidence,High significance,Very Positive,work,Small positive effect,0.0,0,2019-03-01,0,,0,a9944871855248e568bbc185cd772925,NDL2,1
1542,11601288366741799203,Start attending significant standing meeting,Temporary,Ended,03/05/2019,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,2.0,0,2018-08-21,0,2019-03-05,0,9bba5d098a1e8a5e5b1d9a74073941db,NDL2,1
1544,12910863550241607318,Prosecute murder trial,Temporary,Ended,08/31/2018,Highest condidence,Moderately high significance,nan,work,Medium positive effect,0.0,0,2018-07-15,0,2018-08-31,0,492bd81219f19aaa16db636de7959d20,U,0
1545,10677779089133758133,Started a business,Permanent,,,Moderately high confidence,Moderate significance,Somewhat Negative,work,No effect,0.0,0,2019-03-26,0,,0,a8654fabf16f0d31c6f5a9cc0a59f169,NDL2,-1
1546,12038394501324737049,performance review,Temporary,Ended,04/06/2019,High confidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2019-04-06,0,2019-04-06,0,11f8c90a440569b856fe3dd352110078,NDL2,-1
1547,11617357645588456514,Bonus,Temporary,Ended,10/12/2018,Highest condidence,Moderately high significance,Very Positive,work,Small positive effect,0.0,0,2018-10-12,0,2018-10-12,0,2f59548fa2e124347dca623f5cb7b9fd,U,1
1549,9757296416155556522,ND Day Prep,Temporary,Ended,04/29/2019,Highest condidence,High significance,Somewhat Positive,work,Small positive effect,0.0,0,2019-04-01,0,2019-04-10,4,f62eca6353ef354b8ad8d98463b6995c,NDL2,1
1550,10387610381996061695,Performance Review,Temporary,Ended,04/11/2018,Highest condidence,Moderately high significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-04-11,0,2018-04-11,0,b29a3ae5e72472449068ea0d3de5fb8c,NDL2,1
1551,12671267457620732731,Had a slow start or workload,Temporary,Ended,11/30/2018,Moderately low confidence,Moderate significance,Somewhat Positive,work,No effect,0.0,0,2018-10-15,0,2018-11-30,0,ad94729bd3b7ff50d165495892cc70aa,U,1
1553,9779183629421614410,Big Success,Temporary,Ended,10/05/2019,High confidence,High significance,Extremely Positive,work,Large positive effect,0.0,0,2018-10-02,0,2018-10-05,5,eb11e2c2263ea748e49f84be6cecb663,U,1
1554,12971652107468080963,evaluation/performance review,Permanent,,,Highest condidence,High significance,Very Positive,work,Large positive effect,0.0,0,2019-02-28,0,,0,76c150c5456b5c5374ba0937b601211a,U,1
1555,11618097779974573534,"Bonus, pay raise",Permanent,,,High confidence,Moderately high significance,Very Positive,work,Small positive effect,0.0,0,2018-12-17,0,,0,0c3f1ec6849baa338ec42580c0526980,U,1
1556,13356023362259446754,Conflict with coworker,Permanent,,,High confidence,High significance,Extremely Negative,work,Large negative effect,0.0,0,2018-10-06,0,,0,9fed5acb64ae124e9ff9bb95d65a7d52,U,-1
1558,11398131216533925331,Took on even more work,Temporary,Ended,07/31/2018,High confidence,Moderately high significance,Very Positive,work,Large positive effect,0.0,0,2018-05-01,0,2018-07-31,0,868c155c62f6dec4206612e516facaf9,U,1
1560,10420261905858753104,Went on FMLA Leave,Temporary,Ended,05/17/2019,High confidence,High significance,Very Positive,work,No effect,0.0,0,2019-02-11,0,2019-04-10,4,e28f0056009d233c69f9c2615cd0cde6,U,1
1561,9251084965720942673,reorganization,Temporary,Ended,05/25/2019,High confidence,High significance,Somewhat Positive,work,Small negative effect,0.0,0,2019-04-01,0,2019-04-10,4,e151192f8868c462eac7f7d0d6e8bdf7,U,1
1563,11573572853441409020,Training on site for new job duties and new team,Permanent,,,High confidence,High significance,Somewhat Negative,work,Medium negative effect,0.0,0,2019-03-26,0,,0,2e32288a4fd0a4151648167503fc2ccc,G,-1
1564,11192138298778119922,Stock Bonus,Temporary,Ended,02/27/2019,Highest condidence,High significance,Very Positive,work,No effect,0.0,0,2019-02-26,0,2019-02-27,0,2d4c20f661a1fcf2dba92d0630a1f5e3,G,1
1565,13323061621464472048,night classes,Temporary,Ended,05/30/2019,Moderately high confidence,High significance,Somewhat Positive,work,Small negative effect,0.0,0,2018-01-30,0,2019-04-10,4,c8f39db33408c83de9d8affd9004e533,G,1
1566,9305642065631027990,Work trip,Temporary,Ended,07/24/2018,High confidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2018-07-22,0,2018-07-24,0,711c78804940188ef4c03ed00e8467dc,G,1
1567,12957024092216715934,Promoted,Permanent,,,Highest condidence,High significance,Very Positive,work,No effect,0.0,0,2018-06-15,0,,0,e52e55a5dc668b540ae72a6e3b51012a,G,1
1568,13827658413594310863,Co-worker Conflict,Temporary,Ended,11/30/2018,Moderate confidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2018-11-01,0,2018-11-30,0,eef37a87856d50015d671fa07d03a032,G,-1
1569,10251303337979887120,Other employees were hired at higher position than me that had less knowledge than me.,Permanent,,,Low confidence,Moderate significance,Very Negative,work,Small negative effect,0.0,0,2018-06-01,0,,0,67639ffad28c01be71ca9537fd9a6577,G,-1
1571,10890761958120556185,Conditions at work deteriorated,Temporary,Ended,04/01/2019,Moderately low confidence,High significance,Extremely Negative,work,Medium negative effect,0.0,0,2018-11-01,0,2019-04-01,0,e879906bcdcc66ae8ed18d172a00eeea,U,-1
1573,11463877981887362471,Company founder left the business,Permanent,,,Moderately high confidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2019-03-15,0,,0,f5fe3aa4a8e2a57cd2d94f0a2ce5af3a,U,-1
1574,12444182558575937813,Reorganization,Permanent,,,High confidence,High significance,Neither Positive or Negative,work,No effect,0.0,0,2019-03-04,0,,0,282abb09932664d529e8098b80d1b2d5,G,0
1575,10533678634222812308,Work travel overseas,Temporary,Ended,06/16/2018,Highest condidence,Moderate significance,Very Positive,work,No effect,0.0,0,2018-06-04,0,2018-06-16,0,27e76a2ebbd77b91c42f2f7f81ec9473,G,1
1576,11341954944451860938,Success at work,Permanent,,,Moderately high confidence,Moderately high significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-08-30,0,,0,9d245e98a4f591077a75f66de9e3ee3b,G,1
1577,11389195168866818649,conflict with coworker,Temporary,Ended,04/08/2018,Moderate confidence,Moderately low significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-04-08,2,2018-09-10,2,59f13e66c73a52fba21e6fb61f2cdfdb,U,-1
1578,13464339543681980879,new boss,Permanent,,,High confidence,Moderate significance,Somewhat Positive,work,No effect,0.0,0,2018-11-14,0,,0,cf105315a24baa6b10549037138d92b3,NDL1,1
1579,11351822593330214882,greatly increased work load,Permanent,,,Highest condidence,Highest significance,Very Negative,work,Medium negative effect,0.0,0,2018-10-01,0,,0,19aef41367514c856a517f0dc0a79d09,NDL1,-1
1580,10444991998136247269,Quarterly Board Meeting 2,Temporary,Ended,08/07/2018,Highest condidence,High significance,Neither Positive or Negative,work,No effect,0.0,0,2018-08-01,0,2018-08-07,0,4ff7320d7aabc1e5841677a927b2f2d9,U,0
1581,12178574152370489437,Personal event - stopped dieting entirely,Permanent,,,Moderately high confidence,Highest significance,Extremely Positive,work,Small positive effect,0.0,0,2018-08-11,0,,0,14bf0578c8bced86a97dc608e036e35e,U,1
1582,13637401405284044305,Bonuses,Permanent,,,High confidence,Moderate significance,Very Positive,work,No effect,0.0,0,2018-11-01,0,,0,eb6eaf88d99b8769c34df37d6a627002,U,1
1583,9351848926066366658,bonuses,Unsure,,,High confidence,High significance,Extremely Positive,work,No effect,0.0,0,2018-12-20,0,,0,f61ae169e71adfe056fea7ccff10bb4c,U,1
1584,11721312032604800980,first day at new job,Permanent,,,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2019-01-21,0,,0,158d2b3ca74efa1636ce0539d74ed86c,U,1
1585,11507681597293278183,inadvertently soured relationship with another department and attempts to mend the situation have failed,Unsure,,,High confidence,Moderately high significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-09-10,0,,0,0d1a903bd741e2747e416086cf2c4f48,U,-1
1586,12776201290225305117,conference,Temporary,Ended,12/08/2019,Highest condidence,Moderately high significance,Somewhat Positive,work,Medium positive effect,0.0,0,2018-11-05,0,2018-12-08,5,c7a25e0a6c8bb22522b89850c978b33c,NDL2,1
1587,9897582009808093798,Performance Review,Temporary,Ended,01/11/2019,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2019-01-11,0,2019-01-11,0,6325fb337ae8dbf291e6e08c644ac8e5,NDL2,1
1588,9319173084258555363,work trip,Temporary,Ended,10/28/2018,Highest condidence,Low significance,Extremely Positive,work,Medium positive effect,2.0,0,2018-10-25,0,2018-10-28,0,7340b0eae6fffe8c79ca0cf9b840c184,NDL2,1
1589,11601288366741799203,Reorganization announced,Temporary,Ended,12/12/2018,Highest condidence,Highest significance,Very Negative,work,Medium positive effect,2.0,0,2018-12-12,0,2018-12-12,0,9bba5d098a1e8a5e5b1d9a74073941db,NDL2,-1
1590,12910863550241607318,prosecute murder trial,Temporary,Ended,08/16/2019,Highest condidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2019-03-15,0,2019-04-10,4,492bd81219f19aaa16db636de7959d20,U,1
1591,11617357645588456514,Bonus,Temporary,Ended,12/21/2018,Highest condidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-12-21,0,2018-12-21,0,2f59548fa2e124347dca623f5cb7b9fd,U,1
1592,11247200941156943025,joint project with other department,Temporary,Ended,09/13/2018,High confidence,Moderate significance,Extremely Negative,work,Large negative effect,0.0,0,2018-06-02,0,2018-09-13,0,080acfaccf9fa4e9d0639026cecaec97,NDL2,-1
1593,12671267457620732731,Started new side work,Temporary,Ended,05/30/2019,Moderately high confidence,nan,Very Positive,work,Large positive effect,0.0,0,2018-10-17,0,2019-04-10,4,ad94729bd3b7ff50d165495892cc70aa,U,1
1594,9779183629421614410,Review,Temporary,Ended,02/15/2019,Moderately high confidence,Moderate significance,Very Positive,work,Medium positive effect,0.0,0,2019-02-15,0,2019-02-15,0,eb11e2c2263ea748e49f84be6cecb663,U,1
1595,9700311708285105703,Important Tech Issue that cause high level stress,Temporary,Ended,06/30/2019,High confidence,Moderately high significance,Very Negative,work,Medium negative effect,0.0,0,2019-03-18,0,2019-04-10,4,c9380ae7e1528e7fd2c73bd562bdeba1,U,-1
1597,9251084965720942673,increased workload,Temporary,Ongoing,,Moderately high confidence,High significance,Somewhat Negative,work,Medium negative effect,0.0,0,2018-08-15,0,,0,e151192f8868c462eac7f7d0d6e8bdf7,U,-1
1598,11192138298778119922,Bonus - Stocks,Temporary,Ended,02/26/2018,Highest condidence,High significance,Very Positive,work,No effect,0.0,0,2018-02-26,0,2018-02-26,0,2d4c20f661a1fcf2dba92d0630a1f5e3,G,1
